WB_ID,WB_KEY,WB_UPDATED,WB_STATUS,WB_TITLE,WB_GUESS1,WB_GUESS2,WB_GUESS3,WB_SCORE,NAME,NAME_LOCAL,NAME_ALT,WOE_NAME,GN_NAME,REGION
naturalEarth.2304,Kŏḷamba|Sri Lanka,7/21/2014 16:49:53,V,Colombo District,Colombo District,R. Premadasa Stadium,Sinhalese Sports Club Ground,19.53766142,Kŏḷamba,,Colombo,Colombo,Colombo District,Basnāhira paḷāta
naturalEarth.2272,Triesen|Liechtenstein,7/21/2014 16:49:52,V,Triesen,Triesen,FC Triesen,,19.49999996,Triesen,,,Triesen,Triesen,
naturalEarth.412,Cat Island|The Bahamas,7/21/2014 16:47:38,V,"Cat Island, Bahamas","Cat Island, Bahamas",Cat Island (Mississippi),Cat Island (Wisconsin),19.47484681,Cat Island,,,Cat Island,Cat Island District,
naturalEarth.2278,Schellenberg|Liechtenstein,7/21/2014 16:49:52,V,Schellenberg,Schellenberg,Battle of Schellenberg,Marktschellenberg,19.46875,Schellenberg,,,Schellenberg,Schellenberg,
naturalEarth.4428,Oklahoma|United States of America,7/21/2014 16:51:54,V,Oklahoma,Oklahoma,Oklahoma Supreme Court,University of Oklahoma,19.44974348,Oklahoma,,OK|Okla.,Oklahoma,Oklahoma,South
naturalEarth.101,Encamp|Andorra,7/21/2014 16:47:19,V,Encamp,Encamp,FC Encamp,Parroquia,19.4473684,Encamp,,,Encamp,Parroquia d'Encamp,
naturalEarth.416,Ragged Island|The Bahamas,7/21/2014 16:47:38,V,"Ragged Island, Bahamas","Ragged Island, Bahamas",Ragged Island (Massachusetts),Ragged Island (Nunavut),19.43985074,Ragged Island,,,Ragged Island,Ragged Island District,
naturalEarth.2283,Mātale|Sri Lanka,7/21/2014 16:49:52,V,Matale District,Matale District,Matale,Matale Electoral District,19.42823957,Mātale,,Matale,Matale,Matale District,Madhyama paḷāta
naturalEarth.4426,Missouri|United States of America,7/21/2014 16:51:54,V,Missouri,Missouri,Missouri River,Missouri Tigers football,19.41343278,Missouri,,MO,Missouri,Missouri,Midwest
naturalEarth.4447,Virginia|United States of America,7/21/2014 16:51:56,V,Virginia,Virginia,University of Virginia,United States Department of Veterans Affairs,19.39613608,Virginia,,VA,Virginia,Virginia,South
naturalEarth.3020,Karnali|Nepal,7/21/2014 16:50:32,V,Karnali Zone,Karnali Zone,Ghaghara,Baise Rajya,19.38000004,Karnali,,,Karnali,Karnali Zone,Mid-Western
naturalEarth.631,Chongqing|China,7/21/2014 16:47:53,V,Chongqing,Chongqing,Chongqing Jiangbei International Airport,"Yuntai, Chongqing",19.37934262,Chongqing,重慶|重庆,Chóngqìng,Chongqing,Chongqing Shi,Southwest China
naturalEarth.2300,Mātara|Sri Lanka,7/21/2014 16:49:53,V,Matara District,Matara District,"Matara, Sri Lanka",Matara Electoral District,19.36122532,Mātara,,Matara,Matara,Matara District,Dakuṇu paḷāta
naturalEarth.2306,Kaḷutara|Sri Lanka,7/21/2014 16:49:53,V,Kalutara District,Kalutara District,Kalutara,Katukurunda Airport,19.35707685,Kaḷutara,,Kalutara,Kalutara,Kalutara District,Basnāhira paḷāta
naturalEarth.1523,North Bank|Gambia,7/21/2014 16:48:57,V,North Bank Division,North Bank Division,North Bank,Northbank (Brisbane),19.355,North Bank,,,,North Bank Division,
naturalEarth.3596,Acquaviva|San Marino,7/21/2014 16:51:10,V,Acquaviva (San Marino),Acquaviva (San Marino),Giulio Antonio Acquaviva,Acquaviva delle Fonti,19.35416671,Acquaviva,,,Acquaviva,Castello di Acquaviva,
naturalEarth.2290,Vavuniyāva|Sri Lanka,7/21/2014 16:49:52,V,Vavuniya District,Vavuniya District,Vavuniya,Vavuniya railway station,19.34769862,Vavuniyāva,,Vavuniya,Vavuniya,Vavuniya District,Uturu paḷāta
naturalEarth.3601,Fiorentino|San Marino,7/21/2014 16:51:10,V,Fiorentino,Fiorentino,F.C. Fiorentino,Al Fiorentino,19.33684213,Fiorentino,,,Fiorentino,Castello di Fiorentino,
naturalEarth.2286,Maḍakalapuva|Sri Lanka,7/21/2014 16:49:52,V,Batticaloa District,Batticaloa District,Batticaloa,Batticaloa railway station,19.3090067,Maḍakalapuva,,Batticaloa,Batticaloa,Batticaloa District,Næ̆gĕnahira paḷāta
naturalEarth.4432,Connecticut|United States of America,7/21/2014 16:51:54,V,Connecticut,Connecticut,University of Connecticut,Connecticut Supreme Court,19.30885057,Connecticut,,CT|Conn.,Connecticut,Connecticut,Northeast
naturalEarth.2287,Pŏḷŏnnaruva|Sri Lanka,7/21/2014 16:49:52,V,Polonnaruwa District,Polonnaruwa District,Polonnaruwa,Polonnaruwa Vatadage,19.29114631,Pŏḷŏnnaruva,,Polonnaruwa,Polonnaruwa,Polonnaruwa District,Uturumæ̆da paḷāta
naturalEarth.4429,South Dakota|United States of America,7/21/2014 16:51:54,V,South Dakota,South Dakota,University of South Dakota,Standard-definition television,19.29075648,South Dakota,,SD|S.D.,South Dakota,South Dakota,Midwest
naturalEarth.4417,Colorado|United States of America,7/21/2014 16:51:53,V,Colorado,Colorado,Colorado Supreme Court,University of Colorado Boulder,19.27440338,Colorado,,CO|Colo.,Colorado,Colorado,West
naturalEarth.4458,Alaska|United States of America,7/21/2014 16:51:57,V,Alaska,Alaska,Alaska's at-large congressional district,Territory of Alaska,19.27191754,Alaska,,AK|Alaska,Alaska,Alaska,West
naturalEarth.4442,Indiana|United States of America,7/21/2014 16:51:55,V,Indiana,Indiana,Indiana University Bloomington,Independent (politician),19.25572274,Indiana,,IN|Ind.,Indiana,Indiana,Midwest
naturalEarth.2295,Kuruṇægala|Sri Lanka,7/21/2014 16:49:53,V,Kurunegala District,Kurunegala District,Kurunegala,Welagedara Stadium,19.25059792,Kuruṇægala,,Kurunegala,Kurunegala,Kurunegala District,Vayamba paḷāta
naturalEarth.2288,Trikuṇāmalaya|Sri Lanka,7/21/2014 16:49:52,V,Trincomalee District,Trincomalee District,Trincomalee,Battle of Trincomalee,19.25007436,Trikuṇāmalaya,,Trincomalee,Trincomalee,Trincomalee District,Næ̆gĕnahira paḷāta
naturalEarth.4415,Arizona|United States of America,7/21/2014 16:51:53,V,Arizona,Arizona,Arizona Supreme Court,University of Arizona,19.24423373,Arizona,,AZ|Ariz.,Arizona,Arizona,West
naturalEarth.1707,Salgótarján|Hungary,7/21/2014 16:49:07,V,Salgótarján,Salgótarján,Novohrad – Nograd Geopark,Salgótarjáni BTC,19.23500002,Salgótarján,,,Salgótarján,Nograd megye,Northern Hungary
naturalEarth.2302,Mŏṇarāgala|Sri Lanka,7/21/2014 16:49:53,V,Moneragala District,Moneragala District,Moneragala,Monaragala Electoral District,19.23065506,Mŏṇarāgala,,Monaragala|Moneragala,Moneragala,Monaragala District,Ūva paḷāta
naturalEarth.4423,Arkansas|United States of America,7/21/2014 16:51:54,V,Arkansas,Arkansas,Arkansas Supreme Court,University of Arkansas,19.21132588,Arkansas,,AR|Ark.,Arkansas,Arkansas,South
naturalEarth.2276,Gamprin|Liechtenstein,7/21/2014 16:49:52,V,Gamprin,Gamprin,Gampriner Seele,Gemeinde,19.19643329,Gamprin,,,Gamprin,Gemeinde Gamprin,
naturalEarth.1518,Central River|Gambia,7/21/2014 16:48:57,V,Central River Division,Central River Division,MacCarthy Island,,19.196,Central River,,,Maccarthy Island,Central River Division,
naturalEarth.2460,Oriental|Morocco,7/21/2014 16:50:02,V,Oriental (Morocco),Oriental (Morocco),Orient,Clube Oriental de Lisboa,19.19362628,Oriental,,,,Oriental Region,
naturalEarth.4412,Hawaii|United States of America,7/21/2014 16:51:53,V,Hawaii,Hawaii,University of Hawaii,Hilal-i-Imtiaz,19.17802835,Hawaii,,HI|Hawaii,Hawaii,Hawaii,West
naturalEarth.4433,New Hampshire|United States of America,7/21/2014 16:51:55,V,New Hampshire,New Hampshire,New Hampshire Supreme Court,University of New Hampshire,19.17749295,New Hampshire,,NH|N.H.,New Hampshire,New Hampshire,Northeast
naturalEarth.419,Mayaguana|The Bahamas,7/21/2014 16:47:39,V,Mayaguana,Mayaguana,Mayaguana Airport,The District!,19.15519563,Mayaguana,,,Mayaguana,Mayaguana District,
naturalEarth.2298,Gālla|Sri Lanka,7/21/2014 16:49:53,V,Galle District,Galle District,Galle,Galle International Stadium,19.12509169,Gālla,,Galle|Kāli,Galle,Galle District,Dakuṇu paḷāta
naturalEarth.4411,North Dakota|United States of America,7/21/2014 16:51:53,V,North Dakota,North Dakota,University of North Dakota,North Dakota Supreme Court,19.10434524,North Dakota,,ND|N.D.,North Dakota,North Dakota,Midwest
naturalEarth.420,Inagua|The Bahamas,7/21/2014 16:47:39,V,Inagua,Inagua,Little Inagua,Inagua Airport,19.09335199,Inagua,,,Inagua,Inagua District,
naturalEarth.2284,Nuvara Ĕliya|Sri Lanka,7/21/2014 16:49:52,V,Nuwara Eliya District,Nuwara Eliya District,Nuwara Eliya,Nuwari-Eliya,19.08542878,Nuvara Ĕliya,,Nuvara Eliya|Nuwara Eliya|Nuvarĕliyā,Nuwara Eliya,Nuwara Eliya District,Madhyama paḷāta
naturalEarth.4438,Georgia|United States of America,7/21/2014 16:51:55,V,Georgia (U.S. state),Georgia (U.S. state),Supreme Court of Georgia (U.S. state),Georgia (country),19.08215088,Georgia,,GA|Ga.,Georgia,Georgia,South
naturalEarth.3143,Sulu|Philippines,7/21/2014 16:50:38,V,Sulu,Sulu,Sultanate of Sulu,Sulu Archipelago,19.08041267,Sulu,,,Sulu,Province of Sulu,Autonomous Region in Muslim Mindanao (ARMM)
naturalEarth.4439,Mississippi|United States of America,7/21/2014 16:51:55,V,Mississippi,Mississippi,Supreme Court of Mississippi,University of Mississippi,19.07789516,Mississippi,,MS|Miss.,Mississippi,Mississippi,South
naturalEarth.4424,Iowa|United States of America,7/21/2014 16:51:54,V,Iowa,Iowa,University of Iowa,Iowa Hawkeyes football,19.07747599,Iowa,,IA|Iowa,Iowa,Iowa,Midwest
naturalEarth.4435,Vermont|United States of America,7/21/2014 16:51:55,V,Vermont,Vermont,Vermont Catamounts men's ice hockey,Vermont's at-large congressional district,19.04212722,Vermont,,VT,Vermont,Vermont,Northeast
naturalEarth.2303,Kægalla|Sri Lanka,7/21/2014 16:49:53,V,Kegalle District,Kegalle District,Kegalle,ISO 3166-2:LK,19.03084074,Kægalla,,Kegalla|Kægalla|Kekālai,Kegalle,Kegalla District,Sabaragamuva paḷāta
naturalEarth.3174,Zambales|Philippines,7/21/2014 16:50:40,V,Zambales,Zambales,"Subic, Zambales","Iba, Zambales",19.02575374,Zambales,,,Zambales,Province of Zambales,Central Luzon (Region III)
naturalEarth.3173,Benguet|Philippines,7/21/2014 16:50:40,V,Benguet,Benguet,"Bokod, Benguet","Kapangan, Benguet",19.01930735,Benguet,,,Benguet,Province of Benguet,Cordillera Administrative Region (CAR)
naturalEarth.584,Newfoundland and Labrador|Canada,7/21/2014 16:47:49,V,Newfoundland and Labrador,Newfoundland and Labrador,Newfoundland,Newfoundland Colony,19.01862142,Newfoundland and Labrador,,Newfoundland|Terre-Neuve|Terre-Neuve-et-Labrador,Newfoundland and Labrador,Newfoundland and Labrador,Eastern Canada
naturalEarth.4413,Idaho|United States of America,7/21/2014 16:51:53,V,Idaho,Idaho,University of Idaho,"Idaho County, Idaho",19.01262328,Idaho,,ID|Idaho,Idaho,Idaho,West
naturalEarth.1216,Kosrae|Federated States of Micronesia,7/21/2014 16:48:40,V,Kosrae,Kosrae,"Malem, Kosrae","Lelu, Kosrae",19.01122456,Kosrae,,,Kosrae,State of Kosrae,
naturalEarth.3151,Albay|Philippines,7/21/2014 16:50:39,V,Albay,Albay,"Libon, Albay","Camalig, Albay",19.00561626,Albay,,,Albay,Province of Albay,Bicol (Region V)
naturalEarth.3363,Al Khawr|Qatar,7/21/2014 16:50:48,V,Al Khor (municipality),Al Khor (municipality),Al Khor,Al Wa`b,18.99599995,Al Khawr,,Al Khor|Al Khawr wa adh Dhakhīrah,Al Khawr,Baladiyat al Khawr wa adh Dhakhirah,
naturalEarth.3046,Manawatu-Wanganui|New Zealand,7/21/2014 16:50:32,V,Manawatu-Wanganui,Manawatu-Wanganui,Whanganui,Whanganui River,18.99520648,Manawatu-Wanganui,,Manawatu Whanganui|Wanganui-Mawanatu,Manawatu-Wanganui,Manawatu-Wanganui,North Island
naturalEarth.4197,Taipei City|Taiwan,7/21/2014 16:51:44,V,Taipei,Taipei,Taipei Municipal Baseball Stadium,Shih Pei-chun,18.98771931,Taipei City,,Taibei Shi,Taipei City,T'ai-pei Shih,Special Municipalities
naturalEarth.4419,New Mexico|United States of America,7/21/2014 16:51:53,V,New Mexico,New Mexico,University of New Mexico,North Melbourne Football Club,18.98658829,New Mexico,,NM|N.M.,New Mexico,New Mexico,West
naturalEarth.1460,Ajaria|Georgia,7/21/2014 16:48:54,V,Adjara,Adjara,Batumi International Airport,Batumi,18.98412955,Ajaria,,Batumi,,Ajaria,
naturalEarth.2277,Ruggell|Liechtenstein,7/21/2014 16:49:52,V,Ruggell,Ruggell,FC Ruggell,,18.97560981,Ruggell,,,Ruggell,Ruggell,
naturalEarth.3183,Mindoro Occidental|Philippines,7/21/2014 16:50:40,V,Occidental Mindoro,Occidental Mindoro,Oriental Mindoro,Mindoro (province),18.9741564,Mindoro Occidental,,,Mindoro Occidental,Province of Mindoro Oriental,MIMAROPA (Region IV-B)
naturalEarth.575,Alberta|Canada,7/21/2014 16:47:48,V,Alberta,Alberta,University of Alberta,Alberta Golden Bears,18.96603259,Alberta,,,Alberta,Alberta,Western Canada
naturalEarth.1694,Székesfehérvár|Hungary,7/21/2014 16:49:07,V,Székesfehérvár,Székesfehérvár,Roman Catholic Diocese of Székesfehérvár,Jules Fejer,18.96153842,Székesfehérvár,,,Székesfehérvár,Fejer megye,Central Transdanubia
naturalEarth.2673,Bamako|Mali,7/21/2014 16:50:12,V,Bamako,Bamako,Roman Catholic Archdiocese of Bamako,Bamako–Sénou International Airport,18.9613513,Bamako,,,Bamako,Bamako Region,
naturalEarth.576,British Columbia|Canada,7/21/2014 16:47:48,V,British Columbia,British Columbia,Colony of British Columbia (1858–66),New Caledonia,18.95976568,British Columbia,,Colombie britannique|New Caledonia,British Columbia,British Columbia,Western Canada
naturalEarth.102,Escaldes-Engordany|Andorra,7/21/2014 16:47:19,V,Escaldes-Engordany,Escaldes-Engordany,Engordany,Parroquia,18.95792636,Escaldes-Engordany,,,Escaldes-Engordany,Parroquia d'Escaldes-Engordany,
naturalEarth.3344,Central|Paraguay,7/21/2014 16:50:47,V,Central Department,Central Department,Central America,"Central, Hong Kong",18.95743483,Central,,,Central,Departamento Central,
naturalEarth.3139,Zamboanga del Norte|Philippines,7/21/2014 16:50:38,V,Zamboanga del Norte,Zamboanga del Norte,Legislative districts of Zamboanga del Norte,,18.95599997,Zamboanga del Norte,,,Zamboanga del Norte,Province of Zamboanga del Norte,Zamboanga Peninsula (Region IX)
naturalEarth.3141,Zamboanga del Sur|Philippines,7/21/2014 16:50:38,V,Zamboanga del Sur,Zamboanga del Sur,"Bayog, Zamboanga del Sur","Dumara, Zamboanga del Sur",18.95515011,Zamboanga del Sur,,,Zamboanga del Sur,Province of  Zamboanga del Sur,Zamboanga Peninsula (Region IX)
naturalEarth.573,Manitoba|Canada,7/21/2014 16:47:48,V,Manitoba,Manitoba,University of Manitoba,Manitoba Bisons,18.95326939,Manitoba,,,Manitoba,Manitoba,Western Canada
naturalEarth.2273,Balzers|Liechtenstein,7/21/2014 16:49:52,V,Balzers,Balzers,FC Balzers,,18.9528302,Balzers,,,Balzers,Balzers,
naturalEarth.3186,Lanao del Norte|Philippines,7/21/2014 16:50:40,V,Lanao del Norte,Lanao del Norte,Legislative districts of Lanao del Norte,,18.95160882,Lanao del Norte,,,Lanao del Norte,Province of Lanao del Norte,Northern Mindanao (Region X)
naturalEarth.98,La Massana|Andorra,7/21/2014 16:47:19,V,La Massana,La Massana,L'Aldosa de la Massana,Vespolina,18.94336317,La Massana,,,Massana,Parroquia de la Massana,
naturalEarth.574,Saskatchewan|Canada,7/21/2014 16:47:48,V,Saskatchewan,Saskatchewan,University of Saskatchewan,District of Saskatchewan,18.94275342,Saskatchewan,,,Saskatchewan,Saskatchewan,Western Canada
naturalEarth.3198,Agusan del Sur|Philippines,7/21/2014 16:50:40,V,Agusan del Sur,Agusan del Sur,"Sibagat, Agusan del Sur","Rosario, Agusan del Sur",18.94072122,Agusan del Sur,,,Agusan del Sur,Province of Agusan del Sur,Dinagat Islands (Region XIII)
naturalEarth.4410,Montana|United States of America,7/21/2014 16:51:53,V,Montana,Montana,University of Montana,Montana Supreme Court,18.93825978,Montana,,MT|Mont.,Montana,Montana,West
naturalEarth.3204,Surigao del Sur|Philippines,7/21/2014 16:50:41,V,Surigao del Sur,Surigao del Sur,Legislative districts of Surigao del Sur,,18.93754722,Surigao del Sur,,,Surigao del Sur,Province of Surigao del Sur,Dinagat Islands (Region XIII)
naturalEarth.4440,South Carolina|United States of America,7/21/2014 16:51:55,V,South Carolina,South Carolina,University of South Carolina,Senior Counsel,18.93707174,South Carolina,,SC|S.C.,South Carolina,South Carolina,South
naturalEarth.4420,Oregon|United States of America,7/21/2014 16:51:54,V,Oregon,Oregon,Oregon Supreme Court,University of Oregon,18.90401035,Oregon,,OR|Ore.,Oregon,Oregon,West
naturalEarth.548,North-East|Botswana,7/21/2014 16:47:47,V,North-East District (Botswana),North-East District (Botswana),"European Parliament election, 2004 (Italy)",North-East Italy (European Parliament constituency),18.89901096,North-East,,,North-East,North East District,
naturalEarth.3192,Eastern Samar|Philippines,7/21/2014 16:50:40,V,Eastern Samar,Eastern Samar,Legislative district of Eastern Samar,,18.89469197,Eastern Samar,,,Eastern Samar,Province of Eastern Samar,Eastern Visayas (Region VIII)
naturalEarth.4456,Maine|United States of America,7/21/2014 16:51:57,V,Maine,Maine,University of Maine,Burmese calendar,18.89339389,Maine,,ME|Maine,Maine,Maine,Northeast
naturalEarth.709,Brazzaville|Republic of the Congo,7/21/2014 16:47:58,V,Brazzaville,Brazzaville,Maya-Maya Airport,Roman Catholic Archdiocese of Brazzaville,18.88817015,Brazzaville,,,Brazzaville,Commune de Brazzaville,
naturalEarth.2896,Kuala Lumpur|Malaysia,7/21/2014 16:50:25,V,Kuala Lumpur,Kuala Lumpur,Roman Catholic Archdiocese of Kuala Lumpur,Kuala Lumpur International Airport,18.87487384,Kuala Lumpur,,,Kuala Lumpur,Kuala Lumpur,
naturalEarth.3597,Serravalle|San Marino,7/21/2014 16:51:10,V,Serravalle (San Marino),Serravalle (San Marino),Stadio Olimpico (San Marino),"Serravalle, Switzerland",18.86551723,Serravalle,,,Serravalle,Serravalle,
naturalEarth.3039,Anetan|Nauru,7/21/2014 16:50:32,V,Anetan District,Anetan District,Anetan Constituency,,18.86461533,Anetan,,,Anetan,Anetan District,
naturalEarth.555,Bangui|Central African Republic,7/21/2014 16:47:47,V,Bangui,Bangui,Bangui M'Poko International Airport,University of Bangui,18.86373713,Bangui,,,Bangui,Commune de Bangui,
naturalEarth.1708,Miskolc|Hungary,7/21/2014 16:49:07,V,Miskolc,Miskolc,Borsod County,Borsod Brewery,18.85650197,Miskolc,,,Miskolc,Borsod-Abauj-Zemplen megye,Northern Hungary
naturalEarth.2898,Labuan|Malaysia,7/21/2014 16:50:25,V,Labuan,Labuan,Labuan Airport,North Borneo,18.85611506,Labuan,,North Borneo,Labuan,Labuan,
naturalEarth.3032,Boe|Nauru,7/21/2014 16:50:32,V,Boe District,Boe District,Boe Constituency,Mathias Boe,18.84440678,Boe,,,Boe,Boe District,
naturalEarth.4452,Maryland|United States of America,7/21/2014 16:51:56,V,Maryland,Maryland,"University of Maryland, College Park",Doctor of Medicine,18.84013364,Maryland,,MD,Maryland,Maryland,South
naturalEarth.3407,Ilfov|Romania,7/21/2014 16:50:51,V,Ilfov County,Ilfov County,"Glina, Ilfov","Afumați, Ilfov",18.83871957,Ilfov,,,Ilfov,Judetul Ilfov,
naturalEarth.4589,Atua|Samoa,7/21/2014 16:52:04,V,Atua (district),Atua (district),Atua,,18.83673471,Atua,,,Atua,Atua,
naturalEarth.3055,Northland|New Zealand,7/21/2014 16:50:33,V,Northland Region,Northland Region,Northland Rugby Union,Te Tai Tokerau,18.82900426,Northland,,Te Tai tokerau,Northland,Northland,North Island
naturalEarth.1711,Dunaújváros|Hungary,7/21/2014 16:49:07,V,Dunaújváros,Dunaújváros,Dunaújváros PASE,Jules Fejer,18.82311735,Dunaújváros,,,Dunaújváros,Fejer megye,Central Transdanubia
naturalEarth.4421,Utah|United States of America,7/21/2014 16:51:54,V,Utah,Utah,University of Utah,"Utah County, Utah",18.79889304,Utah,,UT,Utah,Utah,West
naturalEarth.3194,Samar|Philippines,7/21/2014 16:50:40,V,Samar (province),Samar (province),Samar,Samar (2013 film),18.75575959,Samar,,Western Samar,Samar,Province of Samar,Eastern Visayas (Region VIII)
naturalEarth.3188,Maguindanao|Philippines,7/21/2014 16:50:40,V,Maguindanao,Maguindanao,Battle of Maguindanao,"Mangudadatu, Maguindanao",18.74292194,Maguindanao,,,Maguindanao,Province of Maguindanao,Autonomous Region in Muslim Mindanao (ARMM)
naturalEarth.3031,Buada|Nauru,7/21/2014 16:50:32,V,Buada District,Buada District,Buada Constituency,,18.71529407,Buada,,,Buada,Buada District,
naturalEarth.1689,Szombathely|Hungary,7/21/2014 16:49:06,V,Szombathely,Szombathely,Roman Catholic Diocese of Szombathely,Szombathelyi Haladás,18.66804122,Szombathely,,,Szombathely,Vas megye,Western Transdanubia
naturalEarth.1696,Zalaegerszeg|Hungary,7/21/2014 16:49:07,V,Zalaegerszeg,Zalaegerszeg,Zalaegerszegi TE,Zalas,18.62467533,Zalaegerszeg,,,Zalaegerszeg,Zala megye,Western Transdanubia
naturalEarth.3176,Pangasinan|Philippines,7/21/2014 16:50:40,V,Pangasinan,Pangasinan,"San Carlos, Pangasinan","San Carlos, Negros Occidental",18.61013437,Pangasinan,,,Pangasinan,San Carlos City,Ilocos (Region I)
naturalEarth.1701,Kecskemét|Hungary,7/21/2014 16:49:07,V,Kecskemét,Kecskemét,Kecskeméti TE,BAC,18.58431014,Kecskemét,,,Kecskemét,Bacs-Kiskun megye,Great Southern Plain
naturalEarth.3018,Bheri|Nepal,7/21/2014 16:50:32,V,Bheri Zone,Bheri Zone,"Mid-Western Development Region, Nepal",Bheri River,18.55600001,Bheri,,Madhya Pashchimanchal,Bheri,Bheri Zone,Mid-Western
